aircraft_manufacturer;aircraft_type;view;name;format;height;width;height_to_width;ncol
Airbus;A330;Int;China_Airlines_Airbus_A330-300_V2_0.jpg;jpg;720;405;1.7777777777777777;3
Airbus;A330;Int;China_Eastern_Airbus_A330-200_V2_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;China_Eastern_Airbus_A330-200_V2_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;China_Eastern_Airbus_A330-200_V2_2.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;China_Eastern_Airbus_A330-200_V2_4.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;China_Southern_Airbus_A330-200_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;China_Southern_Airbus_A330-200_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;China_Southern_Airbus_A330-200_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;China_Southern_Airbus_A330-200_4.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;China_Southern_Airbus_A330-300B_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Delta_Airlines_Airbus_A330_200_3L2_new_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Delta_Airlines_Airbus_A330_200_3L2_new_2.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Delta_Airlines_Airbus_A330_200_3L2_new_4.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Delta_Airlines_Airbus_A330_200_new_0.jpg;jpg;720;405;1.7777777777777777;3
Airbus;A330;Int;Delta_Airlines_Airbus_A330_200_new_1.jpg;jpg;720;405;1.7777777777777777;3
Airbus;A330;Int;Delta_Airlines_Airbus_A330_200_new_2.jpg;jpg;720;405;1.7777777777777777;3
Airbus;A330;Int;Dragonair_Airlines_Airbus_A330-300_A_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Dragonair_Airlines_Airbus_A330-300_A_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Dragonair_Airlines_Airbus_A330-300_B_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Dragonair_Airlines_Airbus_A330-300_B_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Dragonair_Airlines_Airbus_A330-300_B_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Dragonair_Airlines_Airbus_A330-300_B_3.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Dragonair_Airlines_Airbus_A330-300_B_4.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Etihad_Airways_Airbus_A330-300_0.jpg;jpg;641;960;0.6677083333333333;3
Airbus;A330;Int;Etihad_Airways_Airbus_A330-300_1.jpg;jpg;636;960;0.6625;3
Airbus;A330;Int;Etihad_Airways_Airbus_A330-300_2.jpg;jpg;636;960;0.6625;3
Airbus;A330;Int;Etihad_Airways_Airbus_A330-300_3.jpg;jpg;636;960;0.6625;3
Airbus;A330;Int;Eurowings_Airbus_A330-200_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Eurowings_Airbus_A330-200_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Eurowings_Airbus_A330-200_2.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Eva_Airways_Airbus_A330-200_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Eva_Airways_Airbus_A330-200_2.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Eva_Airways_Airbus_A330-200_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Eva_Airways_Airbus_A330-200_4.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Eva_Airways_Airbus_A330-300_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Fiji_Airways_Airbus_A330-200_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Fiji_Airways_Airbus_A330-200_3.jpg;jpg;679;960;0.7072916666666667;3
Airbus;A330;Int;Finnair_Airbus_A330-300_V2_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Finnair_Airbus_A330-300_V2_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Finnair_Airbus_A330-300_V2_3.jpg;jpg;720;713;1.0098176718092566;3
Airbus;A330;Int;Finnair_Airbus_A330-300_V2_4.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Finnair_Airbus_A330-300_V3_0.jpg;jpg;720;720;1.0;3
Airbus;A330;Int;Finnair_Airbus_A330-300_V3_1.jpg;jpg;720;720;1.0;3
Airbus;A330;Int;Garuda_Indonesia_Airbus_A330-200_0.jpg;jpg;636;960;0.6625;3
Airbus;A330;Int;Garuda_Indonesia_Airbus_A330-200_1.jpg;jpg;720;477;1.509433962264151;3
Airbus;A330;Int;Garuda_Indonesia_Airbus_A330-200_2.jpg;jpg;636;960;0.6625;3
Airbus;A330;Int;Garuda_Indonesia_Airbus_A330-200_3.jpg;jpg;636;960;0.6625;3
Airbus;A330;Int;Garuda_Indonesia_Airbus_A330-200_4.jpg;jpg;636;960;0.6625;3
Airbus;A330;Int;Garuda_Indonesia_Airbus_A330-300_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Hainan_Airlines_Airbus_A330-200_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Hainan_Airlines_Airbus_A330-200_3.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Hainan_Airlines_Airbus_A330-200_4.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Hawaiian_Airlines_Airbus_A330-200_V2_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Hawaiian_Airlines_Airbus_A330-200_V2_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Hong_Kong_Airlines_Airbus_A330-300_V2_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Hong_Kong_Airlines_Airbus_A330-300_V2_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Iberia_Airbus_A330-200_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Iberia_Airbus_A330-300_V2_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Iberia_Airbus_A330-300_V2_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Iberia_Airbus_A330-300_V2_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Iberia_Airbus_A330-300_V2_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Iberia_Airbus_A330_300_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Iberia_Airbus_A330_300_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Iberia_Airbus_A330_300_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Iberia_Airbus_A330_300_3.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Iberia_Airbus_A330_300_4.jpg;jpg;540;960;0.5625;3
Airbus;A330;Int;Jet_Airways_Airbus_A330-200_B_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Jet_Airways_Airbus_A330-200_B_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Jet_Airways_Airbus_A330-200_B_2.jpg;jpg;638;960;0.6645833333333333;3
Airbus;A330;Int;Jet_Airways_Airbus_A330-200_B_3.jpg;jpg;640;960;0.6666666666666666;3
Airbus;A330;Int;Jet_Airways_Airbus_A330-200_B_4.jpg;jpg;640;960;0.6666666666666666;3
Airbus;A330;Int;Jet_Airways_Airbus_A330-300_0.jpg;jpg;640;960;0.6666666666666666;3
Airbus;A330;Int;Jet_Airways_Airbus_A330-300_1.jpg;jpg;640;960;0.6666666666666666;3
Airbus;A330;Int;KLM_Airbus_A330-200_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;KLM_Airbus_A330-200_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;KLM_Airbus_A330-200_2.jpg;jpg;720;405;1.7777777777777777;3
Airbus;A330;Int;KLM_Airbus_A330-200_V2_0.jpg;jpg;720;405;1.7777777777777777;3
Airbus;A330;Int;KLM_Airbus_A330-200_V2_1.jpg;jpg;720;405;1.7777777777777777;3
Airbus;A330;Int;KLM_Airbus_A330-200_V2_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;KLM_Airbus_A330-200_V2_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;KLM_Airbus_A330-300_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;KLM_Airbus_A330-300_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;KLM_Airbus_A330-300_2.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;KLM_Airbus_A330-300_4.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Korean_Air_Airbus_A330-200_0.jpg;jpg;265;960;0.2760416666666667;3
Airbus;A330;Int;Korean_Air_Airbus_A330-200_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Korean_Air_Airbus_A330-200_2.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Korean_Air_Airbus_A330-300_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Korean_Air_Airbus_A330-300_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Korean_Air_Airbus_A330-300_2.jpg;jpg;576;960;0.6;3
Airbus;A330;Int;Korean_Air_Airbus_A330-300_3.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Korean_Air_Airbus_A330-300_4.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Lufthansa_Airbus_A330-300_B_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Lufthansa_Airbus_A330-300_B_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Lufthansa_Airbus_A330-300_B_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Lufthansa_Airbus_A330-300_B_3.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Lufthansa_Airbus_A330-300_C_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Lufthansa_Airbus_A330-300_C_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Lufthansa_Airbus_A330-300_C_2.jpg;jpg;720;899;0.8008898776418243;3
Airbus;A330;Int;Lufthansa_Airbus_A330-300_D_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Lufthansa_Airbus_A330-300_D_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Malaysia_Airlines_Airbus_A330-300_V2_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Malaysia_Airlines_Airbus_A330-300_V2_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Malaysia_Airlines_Airbus_A330-300_V2_2.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Malaysia_Airlines_Airbus_A330-300_V2_3.jpg;jpg;720;720;1.0;3
Airbus;A330;Int;Malaysia_Airlines_Airbus_A330-300_V3_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Malaysia_Airlines_Airbus_A330-300_V3_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Middle_East_Airlines_Airbus_A330-200_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Middle_East_Airlines_Airbus_A330-200_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Middle_East_Airlines_Airbus_A330-200_2.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Middle_East_Airlines_Airbus_A330-200_3.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Middle_East_Airlines_Airbus_A330-200_4.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Oman_Air_Airbus_330-200_new_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Oman_Air_Airbus_330-200_new_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Oman_Air_Airbus_330-200_new_2.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Oman_Air_Airbus_330-200_new_3.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Oman_Air_Airbus_330-200_new_4.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Oman_Air_Airbus_330-300_new_0.jpg;jpg;720;720;1.0;3
Airbus;A330;Int;Oman_Air_Airbus_330-300_new_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Philippine_Airlines_Airbus_A330-300_V3_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Qantas_Airways_Airbus_A330-200_B_0.jpg;jpg;720;718;1.0027855153203342;3
Airbus;A330;Int;Qantas_Airways_Airbus_A330-200_B_1.jpg;jpg;720;718;1.0027855153203342;3
Airbus;A330;Int;Qantas_Airways_Airbus_A330-200_C_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Qantas_Airways_Airbus_A330-200_C_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Qantas_Airways_Airbus_A330-200_C_2.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Qantas_Airways_Airbus_A330-200_C_3.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Qantas_Airways_Airbus_A330-200_C_4.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Qantas_Airways_Airbus_A330-300_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Qantas_Airways_Airbus_A330-300_1.jpg;jpg;720;432;1.6666666666666667;3
Airbus;A330;Int;Qantas_Airways_Airbus_A330-300_4.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Qatar_Airways_Airbus_A330-200_C_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Qatar_Airways_Airbus_A330-200_C_2.jpg;jpg;720;405;1.7777777777777777;3
Airbus;A330;Int;Qatar_Airways_Airbus_A330-200_D_0.jpg;jpg;717;960;0.746875;3
Airbus;A330;Int;Qatar_Airways_Airbus_A330-200_D_1.jpg;jpg;720;538;1.338289962825279;3
Airbus;A330;Int;Qatar_Airways_Airbus_A330-200_D_2.jpg;jpg;717;960;0.746875;3
Airbus;A330;Int;Qatar_Airways_Airbus_A330-200_F_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Qatar_Airways_Airbus_A330-200_F_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Qatar_Airways_Airbus_A330-200_F_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Qatar_Airways_Airbus_A330-300_0.jpg;jpg;720;720;1.0;3
Airbus;A330;Int;Qatar_Airways_Airbus_A330-300_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Qatar_Airways_Airbus_A330-300_2.jpg;jpg;540;960;0.5625;3
Airbus;A330;Int;Qatar_Airways_Airbus_A330-300_3.jpg;jpg;540;960;0.5625;3
Airbus;A330;Int;Qatar_Airways_Airbus_A330-300_4.jpg;jpg;540;960;0.5625;3
Airbus;A330;Int;Qatar_Airways_Airbus_A330-300_B_0.jpg;jpg;720;718;1.0027855153203342;3
Airbus;A330;Int;Royal_Jordanian_Airbus_A330_0.jpg;jpg;720;720;1.0;3
Airbus;A330;Int;Royal_Jordanian_Airbus_A330_1.jpg;jpg;720;720;1.0;3
Airbus;A330;Int;SAS_Airlines_Airbus_A330_B_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;SAS_Airlines_Airbus_A330_B_2.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;SAS_Airlines_Airbus_A330_B_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Saudia_Airbus_A330-300_V2_0.jpg;jpg;720;405;1.7777777777777777;3
Airbus;A330;Int;Saudia_Airbus_A330-300_V2_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Saudia_Airbus_A330-300_V2_3.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Singapore_Air_Airbus_A330-300_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Singapore_Air_Airbus_A330-300_1.jpg;jpg;720;405;1.7777777777777777;3
Airbus;A330;Int;South_African_Airways_Airbus_A330-200_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;South_African_Airways_Airbus_A330-200_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;South_African_Airways_Airbus_A330-200_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;South_African_Airways_Airbus_A330-200_3.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;South_African_Airways_Airbus_A330-200_4.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;South_African_Airways_Airbus_A330-300_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;SriLankan_Airlines_Airbus_330-200_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;SriLankan_Airlines_Airbus_330-300_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;SriLankan_Airlines_Airbus_330-300_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;TAP_Portugal_Airbus_A330-200_V5_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;TAP_Portugal_Airbus_A330_V1_0.jpg;jpg;720;407;1.769041769041769;3
Airbus;A330;Int;TAP_Portugal_Airbus_A330_V2_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;TAP_Portugal_Airbus_A330_V2_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;TAP_Portugal_Airbus_A330_V3_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;TAP_Portugal_Airbus_A330_V3_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;TAP_Portugal_Airbus_A330_V3_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;TAP_Portugal_Airbus_A330_V3_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;TAP_Portugal_Airbus_A330_V3_4.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Thai_Airways_Airbus_A330-300_V2_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Thai_Airways_Airbus_A330-300_V2_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Thai_Airways_Airbus_A330-300_V2_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Thai_Airways_Airbus_A330-300_V2_4.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Thomas_Cook_Airlines_Airbus_A330-200_0.jpg;jpg;720;406;1.7733990147783252;3
Airbus;A330;Int;Turkish_Airlines_Airbus_A330-300_0.jpg;jpg;556;960;0.5791666666666667;3
Airbus;A330;Int;Turkish_Airlines_Airbus_A330-300_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Turkish_Airlines_Airbus_A330-300_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Turkish_Airlines_Airbus_A330-300_3.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Turkish_Airlines_Airbus_A330-300_4.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Turkish_Airlines_Airbus_A330_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Turkish_Airlines_Airbus_A330_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Turkish_Airlines_Airbus_A330_2.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Turkish_Airlines_Airbus_A330_4.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Virgin_Atlantic_Airways_Airbus_A330-300_3C_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Virgin_Atlantic_Airways_Airbus_A330-300_3C_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Virgin_Atlantic_Airways_Airbus_A330-300_3C_4.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Virgin_Australia_Airbus_A330_200_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Virgin_Australia_Airbus_A330_200_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Int;Virgin_Australia_Airbus_A330_200_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Virgin_Australia_Airbus_A330_200_3.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Int;Virgin_Australia_Airbus_A330_200_4.jpg;jpg;720;960;0.75;3
Airbus;A330;Meal;Aeroflot_Russian_Airlines_Airbus_330_200_2.jpg;jpg;720;960;0.75;3
Airbus;A330;Meal;Aeroflot_Russian_Airlines_Airbus_330_200_4.jpg;jpg;720;922;0.7809110629067245;3
Airbus;A330;Meal;Aer_Lingus_Airbus_A330-300_A_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Meal;Aer_Lingus_Airbus_A330-300_A_2.jpg;jpg;720;960;0.75;3
Airbus;A330;Meal;AirAsia_X_Airbus_A330-300_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Meal;AirAsia_X_Airbus_A330-300_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Meal;Air_Transat_Airbus_A330-200_V2_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A330;Meal;Alitalia_Airlines_Airbus_A330_200_2.jpg;jpg;720;960;0.75;3
Airbus;A330;Meal;Alitalia_Airlines_Airbus_A330_200_3.jpg;jpg;720;960;0.75;3
Airbus;A330;Meal;American_Airlines_Airbus_A330_300_2.jpg;jpg;720;720;1.0;3
Airbus;A330;Meal;China_Eastern_Airbus_A330-200_V2_3.jpg;jpg;720;960;0.75;3
Airbus;A330;Meal;Garuda_Indonesia_Airbus_A330-300_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Meal;Hainan_Airlines_Airbus_A330-200_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Meal;Hainan_Airlines_Airbus_A330-200_2.jpg;jpg;720;960;0.75;3
Airbus;A330;Meal;Hong_Kong_Airlines_Airbus_A330-200_V2_0.jpg;jpg;720;720;1.0;3
Airbus;A330;Meal;KLM_Airbus_A330-200_3.jpg;jpg;540;960;0.5625;3
Airbus;A330;Meal;KLM_Airbus_A330-200_4.jpg;jpg;720;720;1.0;3
Airbus;A330;Meal;Malaysia_Airlines_Airbus_A330-300_V2_4.jpg;jpg;720;960;0.75;3
Airbus;A330;Meal;Malaysia_Airlines_Airbus_A330-300_V3_2.jpg;jpg;720;720;1.0;3
Airbus;A330;Meal;Qatar_Airways_Airbus_A330-200_C_1.jpg;jpg;540;960;0.5625;3
Airbus;A330;Meal;Qatar_Airways_Airbus_A330-200_C_3.jpg;jpg;540;960;0.5625;3
Airbus;A330;Meal;Qatar_Airways_Airbus_A330-200_C_4.jpg;jpg;540;960;0.5625;3
Airbus;A330;Meal;Qatar_Airways_Airbus_A330-200_D_3.jpg;jpg;717;960;0.746875;3
Airbus;A330;Meal;SAS_Airlines_Airbus_A330_B_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Meal;Thai_Airways_Airbus_A330-300_V2_2.jpg;jpg;720;960;0.75;3
Airbus;A330;Meal;Virgin_Atlantic_Airways_Airbus_A330-300_3C_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Meal;Virgin_Atlantic_Airways_Airbus_A330-300_3C_1.jpg;jpg;720;960;0.75;3
Airbus;A330;Others;Asiana_Airbus_A330-300_0.jpg;jpg;720;720;1.0;3
Airbus;A330;Others;Delta_Airlines_Airbus_A330_200_new_3.jpg;jpg;720;720;1.0;3
Airbus;A330;Others;Fiji_Airways_Airbus_A330-200_2.jpg;jpg;720;720;1.0;3
Airbus;A330;Others;Finnair_Airbus_A330-300_V2_2.jpg;jpg;720;960;0.75;3
Airbus;A330;Others;Hong_Kong_Airlines_Airbus_A330-300_V2_0.jpg;jpg;720;655;1.099236641221374;3
Airbus;A330;Others;Iberia_Airbus_A330-200_0.jpg;jpg;720;960;0.75;3
Airbus;A330;Others;Qantas_Airways_Airbus_A330-300_2.jpg;jpg;720;960;0.75;3
Airbus;A340;Ext;Air_Tahiti_Nui_Airbus_A340-300_3.jpg;jpg;670;960;0.6979166666666666;3
Airbus;A340;Ext;Lufthansa_Airbus_A340-300_F_new_2.jpg;jpg;720;960;0.75;3
Airbus;A340;Ext;Lufthansa_Airbus_A340-300_V3_0.jpg;jpg;720;960;0.75;3
Airbus;A340;Ext;Lufthansa_Airbus_A340-600_D_0.jpg;jpg;720;960;0.75;3
Airbus;A340;Ext;Lufthansa_Airbus_A340-600_D_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A340;Ext;SAS_Airlines_Airbus_A340_2.jpg;jpg;720;960;0.75;3
Airbus;A340;Ext;South_African_Airways_Airbus_A340-200_1.jpg;jpg;720;960;0.75;3
Airbus;A340;Ext;South_African_Airways_Airbus_A340-300_4.jpg;jpg;640;960;0.6666666666666666;3
Airbus;A340;Ext;South_African_Airways_Airbus_A340-600_1.jpg;jpg;720;960;0.75;3
Airbus;A340;Ext;South_African_Airways_Airbus_A340-600_2.jpg;jpg;720;960;0.75;3
Airbus;A340;Ext;South_African_Airways_Airbus_A340-600_3.jpg;jpg;720;960;0.75;3
Airbus;A340;Ext;South_African_Airways_Airbus_A340-600_4.jpg;jpg;720;960;0.75;3
Airbus;A340;Ext;Turkish_Airlines_Airbus_A340_0.jpg;jpg;720;720;1.0;3
Airbus;A340;Ext;Turkish_Airlines_Airbus_A340_1.jpg;jpg;720;720;1.0;3
Airbus;A340;Int;Air_France_Airbus_A340-300_International_Long_Haul_1.jpg;jpg;541;960;0.5635416666666667;3
Airbus;A340;Int;Air_Tahiti_Nui_Airbus_A340-300_2.jpg;jpg;720;405;1.7777777777777777;3
Airbus;A340;Int;Air_Tahiti_Nui_Airbus_A340-300_4.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A340;Int;Iberia_Airbus_A340-600_V1_0.jpg;jpg;720;405;1.7777777777777777;3
Airbus;A340;Int;Iberia_Airbus_A340-600_V1_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A340;Int;Iberia_Airbus_A340-600_V1_2.jpg;jpg;540;960;0.5625;3
Airbus;A340;Int;Iberia_Airbus_A340-600_V2_0.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A340;Int;Iberia_Airbus_A340-600_V2_1.jpg;jpg;720;960;0.75;3
Airbus;A340;Int;Iberia_Airbus_A340-600_V2_4.jpg;jpg;720;960;0.75;3
Airbus;A340;Int;Lufthansa_Airbus_A340-300_F_new_0.jpg;jpg;720;960;0.75;3
Airbus;A340;Int;Lufthansa_Airbus_A340-300_F_new_1.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A340;Int;Lufthansa_Airbus_A340-300_V3_1.jpg;jpg;720;960;0.75;3
Airbus;A340;Int;Lufthansa_Airbus_A340-600_C_0.jpg;jpg;720;960;0.75;3
Airbus;A340;Int;Lufthansa_Airbus_A340-600_C_1.jpg;jpg;720;960;0.75;3
Airbus;A340;Int;Lufthansa_Airbus_A340-600_C_3.jpg;jpg;720;960;0.75;3
Airbus;A340;Int;Lufthansa_Airbus_A340-600_C_4.jpg;jpg;720;541;1.3308687615526802;3
Airbus;A340;Int;Lufthansa_Airbus_A340-600_D_2.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A340;Int;Lufthansa_Airbus_A340-600_D_3.jpg;jpg;720;960;0.75;3
Airbus;A340;Int;Lufthansa_Airbus_A340-600_D_4.jpg;jpg;720;540;1.3333333333333333;3
Airbus;A340;Int;Qatar_Airways_Airbus_A340-600_0.jpg;jpg;720;960;0.75;3
Airbus;A340;Int;Qatar_Airways_Airbus_A340-600_1.jpg;jpg;720;540;1.3333333333333333;3
